Year,Entidad federativa,"Jóvenes de 15 a 24 años","Jóvenes de 15 a 19 años","Jóvenes de 20 a 24 años",GeoCode,Value
2022,"Morelos",,"Con Primaria incompleta",,17,4.099543854
2021,"Morelos",,"Con Primaria incompleta",,17,4.413783139
2020,"Morelos",,"Con Primaria incompleta",,17,4.427337589
2019,"Morelos",,"Con Primaria incompleta",,17,5.703630897
2018,"Morelos",,"Con Primaria incompleta",,17,5.53633218
2017,"Morelos",,"Con Primaria incompleta",,17,4.048697622
2022,"Nayarit",,"Con Primaria incompleta",,18,7.517667353
2021,"Nayarit",,"Con Primaria incompleta",,18,5.857808605
2020,"Nayarit",,"Con Primaria incompleta",,18,6.492158041
2019,"Nayarit",,"Con Primaria incompleta",,18,11.12561502
2018,"Nayarit",,"Con Primaria incompleta",,18,5.304508833
2017,"Nayarit",,"Con Primaria incompleta",,18,4.404015752
2022,"Nuevo León",,"Con Primaria incompleta",,19,5.213722437
2021,"Nuevo León",,"Con Primaria incompleta",,19,5.334877093
2020,"Nuevo León",,"Con Primaria incompleta",,19,5.809564316
2019,"Nuevo León",,"Con Primaria incompleta",,19,4.836849692
2018,"Nuevo León",,"Con Primaria incompleta",,19,4.465358182
2017,"Nuevo León",,"Con Primaria incompleta",,19,5.430025339
2022,"Oaxaca",,"Con Primaria incompleta",,20,7.435804608
2021,"Oaxaca",,"Con Primaria incompleta",,20,7.060850935
2020,"Oaxaca",,"Con Primaria incompleta",,20,4.651354341
2019,"Oaxaca",,"Con Primaria incompleta",,20,4.216611493
2018,"Oaxaca",,"Con Primaria incompleta",,20,4.528481295
2017,"Oaxaca",,"Con Primaria incompleta",,20,5.275481014
2022,"Puebla",,"Con Primaria incompleta",,21,5.195897314
2021,"Puebla",,"Con Primaria incompleta",,21,7.960112599
2020,"Puebla",,"Con Primaria incompleta",,21,9.943300902
2019,"Puebla",,"Con Primaria incompleta",,21,8.284916779
2018,"Puebla",,"Con Primaria incompleta",,21,4.617838491
2017,"Puebla",,"Con Primaria incompleta",,21,5.263816267
2022,"Querétaro",,"Con Primaria incompleta",,22,6.546485457
2021,"Querétaro",,"Con Primaria incompleta",,22,8.341275244
2020,"Querétaro",,"Con Primaria incompleta",,22,7.088963827
2019,"Querétaro",,"Con Primaria incompleta",,22,5.716785766
2018,"Querétaro",,"Con Primaria incompleta",,22,4.767106528
2017,"Querétaro",,"Con Primaria incompleta",,22,4.975628046
2022,"Quintana Roo",,"Con Primaria incompleta",,23,3.647503436
2021,"Quintana Roo",,"Con Primaria incompleta",,23,3.619827524
2020,"Quintana Roo",,"Con Primaria incompleta",,23,6.28176019
2019,"Quintana Roo",,"Con Primaria incompleta",,23,5.347609356
2018,"Quintana Roo",,"Con Primaria incompleta",,23,6.548173226
2017,"Quintana Roo",,"Con Primaria incompleta",,23,5.354353075
2022,"San Luis Potosí",,"Con Primaria incompleta",,24,7.694669884
2021,"San Luis Potosí",,"Con Primaria incompleta",,24,7.72474025
2020,"San Luis Potosí",,"Con Primaria incompleta",,24,7.706032605
2019,"San Luis Potosí",,"Con Primaria incompleta",,24,8.084069898
2018,"San Luis Potosí",,"Con Primaria incompleta",,24,8.676755429
2017,"San Luis Potosí",,"Con Primaria incompleta",,24,5.779034622
2022,"Sinaloa",,"Con Primaria incompleta",,25,7.406805249
2021,"Sinaloa",,"Con Primaria incompleta",,25,7.67310789
2020,"Sinaloa",,"Con Primaria incompleta",,25,3.655367784
2019,"Sinaloa",,"Con Primaria incompleta",,25,5.964832812
2018,"Sinaloa",,"Con Primaria incompleta",,25,6.35829516
2017,"Sinaloa",,"Con Primaria incompleta",,25,5.130202698
2022,"Sonora",,"Con Primaria incompleta",,26,9.016738806
2021,"Sonora",,"Con Primaria incompleta",,26,5.017048222
2020,"Sonora",,"Con Primaria incompleta",,26,4.707348536
2019,"Sonora",,"Con Primaria incompleta",,26,10.25988799
2018,"Sonora",,"Con Primaria incompleta",,26,7.997658301
2017,"Sonora",,"Con Primaria incompleta",,26,7.030403233
2022,"Tabasco",,"Con Primaria incompleta",,27,4.420319069
2021,"Tabasco",,"Con Primaria incompleta",,27,4.373149062
2020,"Tabasco",,"Con Primaria incompleta",,27,5.578699056
2019,"Tabasco",,"Con Primaria incompleta",,27,5.814039866
2018,"Tabasco",,"Con Primaria incompleta",,27,3.529103647
2017,"Tabasco",,"Con Primaria incompleta",,27,5.576231237
2022,"Tamaulipas",,"Con Primaria incompleta",,28,5.055491194
2021,"Tamaulipas",,"Con Primaria incompleta",,28,8.859898122
2020,"Tamaulipas",,"Con Primaria incompleta",,28,5.489961369
2019,"Tamaulipas",,"Con Primaria incompleta",,28,6.30839551
2018,"Tamaulipas",,"Con Primaria incompleta",,28,7.354119491
2017,"Tamaulipas",,"Con Primaria incompleta",,28,5.113058636
2022,"Tlaxcala",,"Con Primaria incompleta",,29,5.99789868
2021,"Tlaxcala",,"Con Primaria incompleta",,29,7.687348113
2020,"Tlaxcala",,"Con Primaria incompleta",,29,6.872579667
2019,"Tlaxcala",,"Con Primaria incompleta",,29,4.942648592
2018,"Tlaxcala",,"Con Primaria incompleta",,29,5.918499353
2017,"Tlaxcala",,"Con Primaria incompleta",,29,5.982036943
2022,"Veracruz de Ignacio de la Llave",,"Con Primaria incompleta",,30,9.644693075
2021,"Veracruz de Ignacio de la Llave",,"Con Primaria incompleta",,30,6.75491885
2020,"Veracruz de Ignacio de la Llave",,"Con Primaria incompleta",,30,8.85625
2019,"Veracruz de Ignacio de la Llave",,"Con Primaria incompleta",,30,10.05588196
2018,"Veracruz de Ignacio de la Llave",,"Con Primaria incompleta",,30,5.810764013
2017,"Veracruz de Ignacio de la Llave",,"Con Primaria incompleta",,30,7.368238891
2022,"Yucatán",,"Con Primaria incompleta",,31,5.715254401
2021,"Yucatán",,"Con Primaria incompleta",,31,8.070542943
2020,"Yucatán",,"Con Primaria incompleta",,31,8.808015663
2019,"Yucatán",,"Con Primaria incompleta",,31,5.984445714
2018,"Yucatán",,"Con Primaria incompleta",,31,6.711111111
2017,"Yucatán",,"Con Primaria incompleta",,31,4.887314241
2022,"Zacatecas",,"Con Primaria incompleta",,32,8.743453894
2021,"Zacatecas",,"Con Primaria incompleta",,32,7.31021222
2020,"Zacatecas",,"Con Primaria incompleta",,32,9.2034408
2019,"Zacatecas",,"Con Primaria incompleta",,32,7.939391737
2018,"Zacatecas",,"Con Primaria incompleta",,32,8.090527693
2017,"Zacatecas",,"Con Primaria incompleta",,32,8.288418562
2022,"Estados Unidos Mexicanos",,"Con Secundaria completa",,00,4.566845541
2021,"Estados Unidos Mexicanos",,"Con Secundaria completa",,00,4.858257091
2020,"Estados Unidos Mexicanos",,"Con Secundaria completa",,00,5.31684921
2019,"Estados Unidos Mexicanos",,"Con Secundaria completa",,00,4.639310422
2018,"Estados Unidos Mexicanos",,"Con Secundaria completa",,00,4.398622523
2017,"Estados Unidos Mexicanos",,"Con Secundaria completa",,00,4.43205464
2022,"Aguascalientes",,"Con Secundaria completa",,01,5.80011249
2021,"Aguascalientes",,"Con Secundaria completa",,01,4.980405955
2020,"Aguascalientes",,"Con Secundaria completa",,01,6.580309073
2019,"Aguascalientes",,"Con Secundaria completa",,01,5.737258405
2018,"Aguascalientes",,"Con Secundaria completa",,01,5.533683039
2017,"Aguascalientes",,"Con Secundaria completa",,01,4.716726011
2022,"Baja California",,"Con Secundaria completa",,02,4.034074219
2021,"Baja California",,"Con Secundaria completa",,02,4.242044962
2020,"Baja California",,"Con Secundaria completa",,02,3.595995778
2019,"Baja California",,"Con Secundaria completa",,02,4.061398981
2018,"Baja California",,"Con Secundaria completa",,02,4.54043462
2017,"Baja California",,"Con Secundaria completa",,02,4.241656026
2022,"Baja California Sur",,"Con Secundaria completa",,03,3.81103182
2021,"Baja California Sur",,"Con Secundaria completa",,03,3.307397863
2020,"Baja California Sur",,"Con Secundaria completa",,03,3.91319015
2019,"Baja California Sur",,"Con Secundaria completa",,03,4.467170306
2018,"Baja California Sur",,"Con Secundaria completa",,03,2.898031399
2017,"Baja California Sur",,"Con Secundaria completa",,03,3.423816669
2022,"Campeche",,"Con Secundaria completa",,04,2.006118367
2021,"Campeche",,"Con Secundaria completa",,04,2.4019588
2020,"Campeche",,"Con Secundaria completa",,04,3.283447054
2019,"Campeche",,"Con Secundaria completa",,04,3.985565357
2018,"Campeche",,"Con Secundaria completa",,04,3.676212862
2017,"Campeche",,"Con Secundaria completa",,04,3.677554163
2022,"Coahuila de Zaragoza",,"Con Secundaria completa",,05,4.478161273
2021,"Coahuila de Zaragoza",,"Con Secundaria completa",,05,5.374852916
2020,"Coahuila de Zaragoza",,"Con Secundaria completa",,05,5.752068302
2019,"Coahuila de Zaragoza",,"Con Secundaria completa",,05,5.466515542
2018,"Coahuila de Zaragoza",,"Con Secundaria completa",,05,4.367667192
2017,"Coahuila de Zaragoza",,"Con Secundaria completa",,05,5.853792441
2022,"Colima",,"Con Secundaria completa",,06,3.802034485
2021,"Colima",,"Con Secundaria completa",,06,5.583188558
2020,"Colima",,"Con Secundaria completa",,06,3.749600452
2019,"Colima",,"Con Secundaria completa",,06,4.095624028
2018,"Colima",,"Con Secundaria completa",,06,3.965512552
2017,"Colima",,"Con Secundaria completa",,06,3.876874592
2022,"Chiapas",,"Con Secundaria completa",,07,3.434693608
2021,"Chiapas",,"Con Secundaria completa",,07,4.370262471
2020,"Chiapas",,"Con Secundaria completa",,07,4.280485598
2019,"Chiapas",,"Con Secundaria completa",,07,4.82300699
2018,"Chiapas",,"Con Secundaria completa",,07,3.330240193
2017,"Chiapas",,"Con Secundaria completa",,07,3.127269356
2022,"Chihuahua",,"Con Secundaria completa",,08,5.390048138
2021,"Chihuahua",,"Con Secundaria completa",,08,5.60885397
2020,"Chihuahua",,"Con Secundaria completa",,08,7.161115562
2019,"Chihuahua",,"Con Secundaria completa",,08,7.556530605
2018,"Chihuahua",,"Con Secundaria completa",,08,6.180606788
2017,"Chihuahua",,"Con Secundaria completa",,08,5.429096825
2022,"Ciudad de México",,"Con Secundaria completa",,09,3.534407054
2021,"Ciudad de México",,"Con Secundaria completa",,09,3.658375631
2020,"Ciudad de México",,"Con Secundaria completa",,09,5.510870397
2019,"Ciudad de México",,"Con Secundaria completa",,09,4.387777534
2018,"Ciudad de México",,"Con Secundaria completa",,09,4.04140783
2017,"Ciudad de México",,"Con Secundaria completa",,09,4.113482961
2022,"Durango",,"Con Secundaria completa",,10,6.525416754
2021,"Durango",,"Con Secundaria completa",,10,5.553389455
2020,"Durango",,"Con Secundaria completa",,10,5.984972641
2019,"Durango",,"Con Secundaria completa",,10,6.908374737
2018,"Durango",,"Con Secundaria completa",,10,6.916210203
2017,"Durango",,"Con Secundaria completa",,10,6.223145702
2022,"Guanajuato",,"Con Secundaria completa",,11,7.148140141
2021,"Guanajuato",,"Con Secundaria completa",,11,8.047410264
2020,"Guanajuato",,"Con Secundaria completa",,11,8.38147265
2019,"Guanajuato",,"Con Secundaria completa",,11,7.458631039
2018,"Guanajuato",,"Con Secundaria completa",,11,6.818193802
2017,"Guanajuato",,"Con Secundaria completa",,11,5.551626801
2022,"Guerrero",,"Con Secundaria completa",,12,4.11705399
2021,"Guerrero",,"Con Secundaria completa",,12,5.615438284
2020,"Guerrero",,"Con Secundaria completa",,12,3.93220339
2019,"Guerrero",,"Con Secundaria completa",,12,2.636673909
2018,"Guerrero",,"Con Secundaria completa",,12,1.655359821
2017,"Guerrero",,"Con Secundaria completa",,12,2.03960198
2022,"Hidalgo",,"Con Secundaria completa",,13,2.547289337
2021,"Hidalgo",,"Con Secundaria completa",,13,3.134971697
2020,"Hidalgo",,"Con Secundaria completa",,13,4.456203019
2019,"Hidalgo",,"Con Secundaria completa",,13,3.550085925
2018,"Hidalgo",,"Con Secundaria completa",,13,2.697743333
2017,"Hidalgo",,"Con Secundaria completa",,13,3.27001077
2022,"Jalisco",,"Con Secundaria completa",,14,3.510255956
2021,"Jalisco",,"Con Secundaria completa",,14,2.713704206
2020,"Jalisco",,"Con Secundaria completa",,14,3.77808061
2019,"Jalisco",,"Con Secundaria completa",,14,3.501970095
2018,"Jalisco",,"Con Secundaria completa",,14,3.194788481
2017,"Jalisco",,"Con Secundaria completa",,14,3.788688103
2022,"México",,"Con Secundaria completa",,15,3.670037861
2021,"México",,"Con Secundaria completa",,15,3.611236779
2020,"México",,"Con Secundaria completa",,15,3.554510469
2019,"México",,"Con Secundaria completa",,15,2.914200126
2018,"México",,"Con Secundaria completa",,15,2.728402566
2017,"México",,"Con Secundaria completa",,15,3.388088001
2022,"Michoacán de Ocampo",,"Con Secundaria completa",,16,4.517283187
2021,"Michoacán de Ocampo",,"Con Secundaria completa",,16,6.124151716
2020,"Michoacán de Ocampo",,"Con Secundaria completa",,16,5.06097164
2019,"Michoacán de Ocampo",,"Con Secundaria completa",,16,4.719995656
2018,"Michoacán de Ocampo",,"Con Secundaria completa",,16,4.863682855
2017,"Michoacán de Ocampo",,"Con Secundaria completa",,16,4.793391994
2022,"Morelos",,"Con Secundaria completa",,17,4.151335203
2021,"Morelos",,"Con Secundaria completa",,17,5.139695712
2020,"Morelos",,"Con Secundaria completa",,17,5.068577016
2019,"Morelos",,"Con Secundaria completa",,17,4.50080978
2018,"Morelos",,"Con Secundaria completa",,17,3.585133209
2017,"Morelos",,"Con Secundaria completa",,17,4.54008831
2022,"Nayarit",,"Con Secundaria completa",,18,3.940551889
2021,"Nayarit",,"Con Secundaria completa",,18,4.871768156
2020,"Nayarit",,"Con Secundaria completa",,18,6.54392328
2019,"Nayarit",,"Con Secundaria completa",,18,6.3930131
2018,"Nayarit",,"Con Secundaria completa",,18,5.934748531
2017,"Nayarit",,"Con Secundaria completa",,18,4.739216596
2022,"Nuevo León",,"Con Secundaria completa",,19,5.476743822
2021,"Nuevo León",,"Con Secundaria completa",,19,6.09012262
2020,"Nuevo León",,"Con Secundaria completa",,19,9.072831614
2019,"Nuevo León",,"Con Secundaria completa",,19,5.032376404
2018,"Nuevo León",,"Con Secundaria completa",,19,6.11390633
2017,"Nuevo León",,"Con Secundaria completa",,19,7.184577625
2022,"Oaxaca",,"Con Secundaria completa",,20,4.550433041
2021,"Oaxaca",,"Con Secundaria completa",,20,4.912342685
2020,"Oaxaca",,"Con Secundaria completa",,20,4.907890594
2019,"Oaxaca",,"Con Secundaria completa",,20,4.873801297
2018,"Oaxaca",,"Con Secundaria completa",,20,6.006227875
2017,"Oaxaca",,"Con Secundaria completa",,20,4.741739833
2022,"Puebla",,"Con Secundaria completa",,21,4.576564956
2021,"Puebla",,"Con Secundaria completa",,21,5.650627126
2020,"Puebla",,"Con Secundaria completa",,21,5.557657186
2019,"Puebla",,"Con Secundaria completa",,21,4.351697885
2018,"Puebla",,"Con Secundaria completa",,21,5.193084336
2017,"Puebla",,"Con Secundaria completa",,21,3.906278705
2022,"Querétaro",,"Con Secundaria completa",,22,5.889826318
2021,"Querétaro",,"Con Secundaria completa",,22,5.777581975
2020,"Querétaro",,"Con Secundaria completa",,22,5.08324853
2019,"Querétaro",,"Con Secundaria completa",,22,4.283494026
2018,"Querétaro",,"Con Secundaria completa",,22,4.303599374
2017,"Querétaro",,"Con Secundaria completa",,22,4.21424871
2022,"Quintana Roo",,"Con Secundaria completa",,23,3.706782543
2021,"Quintana Roo",,"Con Secundaria completa",,23,4.060519197
2020,"Quintana Roo",,"Con Secundaria completa",,23,5.427461926
2019,"Quintana Roo",,"Con Secundaria completa",,23,4.160774779
2018,"Quintana Roo",,"Con Secundaria completa",,23,4.603526661
2017,"Quintana Roo",,"Con Secundaria completa",,23,4.635231502
2022,"San Luis Potosí",,"Con Secundaria completa",,24,7.230230605
2021,"San Luis Potosí",,"Con Secundaria completa",,24,8.524812021
2020,"San Luis Potosí",,"Con Secundaria completa",,24,8.593998636
2019,"San Luis Potosí",,"Con Secundaria completa",,24,5.473030561
2018,"San Luis Potosí",,"Con Secundaria completa",,24,6.507172897
2017,"San Luis Potosí",,"Con Secundaria completa",,24,6.77193164
2022,"Sinaloa",,"Con Secundaria completa",,25,4.205003557
2021,"Sinaloa",,"Con Secundaria completa",,25,3.885486514
2020,"Sinaloa",,"Con Secundaria completa",,25,6.231496161
2019,"Sinaloa",,"Con Secundaria completa",,25,4.453981107
2018,"Sinaloa",,"Con Secundaria completa",,25,2.925528812
2017,"Sinaloa",,"Con Secundaria completa",,25,3.610182598
2022,"Sonora",,"Con Secundaria completa",,26,4.581414235
2021,"Sonora",,"Con Secundaria completa",,26,4.984238461
2020,"Sonora",,"Con Secundaria completa",,26,5.494428793
2019,"Sonora",,"Con Secundaria completa",,26,6.745814756
2018,"Sonora",,"Con Secundaria completa",,26,4.759917181
2017,"Sonora",,"Con Secundaria completa",,26,5.172170017
2022,"Tabasco",,"Con Secundaria completa",,27,6.891911765
2021,"Tabasco",,"Con Secundaria completa",,27,3.819324945
2020,"Tabasco",,"Con Secundaria completa",,27,4.621845525
2019,"Tabasco",,"Con Secundaria completa",,27,6.155029399
2018,"Tabasco",,"Con Secundaria completa",,27,4.819520535
2017,"Tabasco",,"Con Secundaria completa",,27,5.080515237
2022,"Tamaulipas",,"Con Secundaria completa",,28,5.335671212
2021,"Tamaulipas",,"Con Secundaria completa",,28,4.265779661
2020,"Tamaulipas",,"Con Secundaria completa",,28,5.161120352
2019,"Tamaulipas",,"Con Secundaria completa",,28,6.029215009
2018,"Tamaulipas",,"Con Secundaria completa",,28,5.762779954
2017,"Tamaulipas",,"Con Secundaria completa",,28,5.485473459
2022,"Tlaxcala",,"Con Secundaria completa",,29,5.570908904
2021,"Tlaxcala",,"Con Secundaria completa",,29,6.351512116
2020,"Tlaxcala",,"Con Secundaria completa",,29,4.981860586
2019,"Tlaxcala",,"Con Secundaria completa",,29,5.46638926
2018,"Tlaxcala",,"Con Secundaria completa",,29,4.684915746
2017,"Tlaxcala",,"Con Secundaria completa",,29,4.826977624
2022,"Veracruz de Ignacio de la Llave",,"Con Secundaria completa",,30,5.184722766
2021,"Veracruz de Ignacio de la Llave",,"Con Secundaria completa",,30,6.321911441
2020,"Veracruz de Ignacio de la Llave",,"Con Secundaria completa",,30,5.207743749
2019,"Veracruz de Ignacio de la Llave",,"Con Secundaria completa",,30,4.176106205
2018,"Veracruz de Ignacio de la Llave",,"Con Secundaria completa",,30,4.775721613
2017,"Veracruz de Ignacio de la Llave",,"Con Secundaria completa",,30,4.84057524
2022,"Yucatán",,"Con Secundaria completa",,31,3.071372776
2021,"Yucatán",,"Con Secundaria completa",,31,3.374176103
2020,"Yucatán",,"Con Secundaria completa",,31,4.286451484
2019,"Yucatán",,"Con Secundaria completa",,31,3.462641867
2018,"Yucatán",,"Con Secundaria completa",,31,3.694583164
2017,"Yucatán",,"Con Secundaria completa",,31,3.702884934
2022,"Zacatecas",,"Con Secundaria completa",,32,7.637053602
2021,"Zacatecas",,"Con Secundaria completa",,32,4.942372206
2020,"Zacatecas",,"Con Secundaria completa",,32,6.206236632
2019,"Zacatecas",,"Con Secundaria completa",,32,5.717699808
2018,"Zacatecas",,"Con Secundaria completa",,32,5.02898261
2017,"Zacatecas",,"Con Secundaria completa",,32,4.003380898
2022,"Estados Unidos Mexicanos",,"Con nivel de escolaridad Medio superior y superior",,00,5.045839422
2021,"Estados Unidos Mexicanos",,"Con nivel de escolaridad Medio superior y superior",,00,6.690974402
2020,"Estados Unidos Mexicanos",,"Con nivel de escolaridad Medio superior y superior",,00,5.939855227
2019,"Estados Unidos Mexicanos",,"Con nivel de escolaridad Medio superior y superior",,00,5.380980265
2018,"Estados Unidos Mexicanos",,"Con nivel de escolaridad Medio superior y superior",,00,4.72515486
2017,"Estados Unidos Mexicanos",,"Con nivel de escolaridad Medio superior y superior",,00,5.288448479
2022,"Aguascalientes",,"Con nivel de escolaridad Medio superior y superior",,01,3.298806575
2021,"Aguascalientes",,"Con nivel de escolaridad Medio superior y superior",,01,5.144157275
2020,"Aguascalientes",,"Con nivel de escolaridad Medio superior y superior",,01,5.976297153
2019,"Aguascalientes",,"Con nivel de escolaridad Medio superior y superior",,01,5.935914669
2018,"Aguascalientes",,"Con nivel de escolaridad Medio superior y superior",,01,5.19137513
2017,"Aguascalientes",,"Con nivel de escolaridad Medio superior y superior",,01,3.264723262
2022,"Baja California",,"Con nivel de escolaridad Medio superior y superior",,02,4.709851552
2021,"Baja California",,"Con nivel de escolaridad Medio superior y superior",,02,3.829218076
2020,"Baja California",,"Con nivel de escolaridad Medio superior y superior",,02,7.5358738
2019,"Baja California",,"Con nivel de escolaridad Medio superior y superior",,02,5.034451224
2018,"Baja California",,"Con nivel de escolaridad Medio superior y superior",,02,4.135830092
2017,"Baja California",,"Con nivel de escolaridad Medio superior y superior",,02,6.141374197
2022,"Baja California Sur",,"Con nivel de escolaridad Medio superior y superior",,03,1.966841077
2021,"Baja California Sur",,"Con nivel de escolaridad Medio superior y superior",,03,4.174214381
2020,"Baja California Sur",,"Con nivel de escolaridad Medio superior y superior",,03,6.174003205
2019,"Baja California Sur",,"Con nivel de escolaridad Medio superior y superior",,03,2.345508049
2018,"Baja California Sur",,"Con nivel de escolaridad Medio superior y superior",,03,4.455709712
2017,"Baja California Sur",,"Con nivel de escolaridad Medio superior y superior",,03,4.237524394
2022,"Campeche",,"Con nivel de escolaridad Medio superior y superior",,04,2.430840355
2021,"Campeche",,"Con nivel de escolaridad Medio superior y superior",,04,2.2027833
2020,"Campeche",,"Con nivel de escolaridad Medio superior y superior",,04,4.09628723
2019,"Campeche",,"Con nivel de escolaridad Medio superior y superior",,04,2.139089666
2018,"Campeche",,"Con nivel de escolaridad Medio superior y superior",,04,4.294478528
2017,"Campeche",,"Con nivel de escolaridad Medio superior y superior",,04,3.455952507
2022,"Coahuila de Zaragoza",,"Con nivel de escolaridad Medio superior y superior",,05,6.290770992
2021,"Coahuila de Zaragoza",,"Con nivel de escolaridad Medio superior y superior",,05,5.122684512
2020,"Coahuila de Zaragoza",,"Con nivel de escolaridad Medio superior y superior",,05,3.71257485
2019,"Coahuila de Zaragoza",,"Con nivel de escolaridad Medio superior y superior",,05,3.434227239
2018,"Coahuila de Zaragoza",,"Con nivel de escolaridad Medio superior y superior",,05,3.049188772
2017,"Coahuila de Zaragoza",,"Con nivel de escolaridad Medio superior y superior",,05,5.847518238
2022,"Colima",,"Con nivel de escolaridad Medio superior y superior",,06,3.863218266
2021,"Colima",,"Con nivel de escolaridad Medio superior y superior",,06,3.773991805
2020,"Colima",,"Con nivel de escolaridad Medio superior y superior",,06,2.56657042
2019,"Colima",,"Con nivel de escolaridad Medio superior y superior",,06,5.117739403
2018,"Colima",,"Con nivel de escolaridad Medio superior y superior",,06,2.956156996
2017,"Colima",,"Con nivel de escolaridad Medio superior y superior",,06,3.649404071
2022,"Chiapas",,"Con nivel de escolaridad Medio superior y superior",,07,5.36496558
2021,"Chiapas",,"Con nivel de escolaridad Medio superior y superior",,07,8.32202137
2020,"Chiapas",,"Con nivel de escolaridad Medio superior y superior",,07,8.760777897
2019,"Chiapas",,"Con nivel de escolaridad Medio superior y superior",,07,7.777864808
2018,"Chiapas",,"Con nivel de escolaridad Medio superior y superior",,07,5.559510711
2017,"Chiapas",,"Con nivel de escolaridad Medio superior y superior",,07,5.16943931
2022,"Chihuahua",,"Con nivel de escolaridad Medio superior y superior",,08,5.02485825
2021,"Chihuahua",,"Con nivel de escolaridad Medio superior y superior",,08,5.842734727
2020,"Chihuahua",,"Con nivel de escolaridad Medio superior y superior",,08,7.030605046
2019,"Chihuahua",,"Con nivel de escolaridad Medio superior y superior",,08,4.186906463
2018,"Chihuahua",,"Con nivel de escolaridad Medio superior y superior",,08,3.439022306
2017,"Chihuahua",,"Con nivel de escolaridad Medio superior y superior",,08,3.800545982
2022,"Ciudad de México",,"Con nivel de escolaridad Medio superior y superior",,09,5.335146565
2021,"Ciudad de México",,"Con nivel de escolaridad Medio superior y superior",,09,4.334099198
2020,"Ciudad de México",,"Con nivel de escolaridad Medio superior y superior",,09,4.768794892
2019,"Ciudad de México",,"Con nivel de escolaridad Medio superior y superior",,09,5.648017149
2018,"Ciudad de México",,"Con nivel de escolaridad Medio superior y superior",,09,3.545957536
2017,"Ciudad de México",,"Con nivel de escolaridad Medio superior y superior",,09,4.922940459
2022,"Durango",,"Con nivel de escolaridad Medio superior y superior",,10,4.881639611
2021,"Durango",,"Con nivel de escolaridad Medio superior y superior",,10,6.984032234
2020,"Durango",,"Con nivel de escolaridad Medio superior y superior",,10,5.337433795
2019,"Durango",,"Con nivel de escolaridad Medio superior y superior",,10,6.620790749
2018,"Durango",,"Con nivel de escolaridad Medio superior y superior",,10,4.322753059
2017,"Durango",,"Con nivel de escolaridad Medio superior y superior",,10,5.383233824
2022,"Guanajuato",,"Con nivel de escolaridad Medio superior y superior",,11,7.924073516
2021,"Guanajuato",,"Con nivel de escolaridad Medio superior y superior",,11,6.860842163
2020,"Guanajuato",,"Con nivel de escolaridad Medio superior y superior",,11,6.468636358
2019,"Guanajuato",,"Con nivel de escolaridad Medio superior y superior",,11,8.291300551
2018,"Guanajuato",,"Con nivel de escolaridad Medio superior y superior",,11,10.48979441
2017,"Guanajuato",,"Con nivel de escolaridad Medio superior y superior",,11,4.863580416
2022,"Guerrero",,"Con nivel de escolaridad Medio superior y superior",,12,5.42177074
2021,"Guerrero",,"Con nivel de escolaridad Medio superior y superior",,12,9.492893785
2020,"Guerrero",,"Con nivel de escolaridad Medio superior y superior",,12,6.656027403
2019,"Guerrero",,"Con nivel de escolaridad Medio superior y superior",,12,4.94235589
2018,"Guerrero",,"Con nivel de escolaridad Medio superior y superior",,12,2.990244184
2017,"Guerrero",,"Con nivel de escolaridad Medio superior y superior",,12,2.646348823
2022,"Hidalgo",,"Con nivel de escolaridad Medio superior y superior",,13,2.482326051
2021,"Hidalgo",,"Con nivel de escolaridad Medio superior y superior",,13,4.270077849
2020,"Hidalgo",,"Con nivel de escolaridad Medio superior y superior",,13,6.816422916
2019,"Hidalgo",,"Con nivel de escolaridad Medio superior y superior",,13,5.05794948
2018,"Hidalgo",,"Con nivel de escolaridad Medio superior y superior",,13,2.337370527
2017,"Hidalgo",,"Con nivel de escolaridad Medio superior y superior",,13,4.61507149
2022,"Jalisco",,"Con nivel de escolaridad Medio superior y superior",,14,3.366862749
2021,"Jalisco",,"Con nivel de escolaridad Medio superior y superior",,14,5.360600401
2020,"Jalisco",,"Con nivel de escolaridad Medio superior y superior",,14,3.69178557
2019,"Jalisco",,"Con nivel de escolaridad Medio superior y superior",,14,3.193763506
2018,"Jalisco",,"Con nivel de escolaridad Medio superior y superior",,14,2.804476332
2017,"Jalisco",,"Con nivel de escolaridad Medio superior y superior",,14,2.620452884
2022,"México",,"Con nivel de escolaridad Medio superior y superior",,15,3.924697968
2021,"México",,"Con nivel de escolaridad Medio superior y superior",,15,9.026551677
2020,"México",,"Con nivel de escolaridad Medio superior y superior",,15,7.498266199
2019,"México",,"Con nivel de escolaridad Medio superior y superior",,15,5.888011267
2018,"México",,"Con nivel de escolaridad Medio superior y superior",,15,4.790506947
2017,"México",,"Con nivel de escolaridad Medio superior y superior",,15,5.211557465
2022,"Michoacán de Ocampo",,"Con nivel de escolaridad Medio superior y superior",,16,2.087543212
2021,"Michoacán de Ocampo",,"Con nivel de escolaridad Medio superior y superior",,16,5.073083451
2020,"Michoacán de Ocampo",,"Con nivel de escolaridad Medio superior y superior",,16,2.587881855
2019,"Michoacán de Ocampo",,"Con nivel de escolaridad Medio superior y superior",,16,4.184239919
2018,"Michoacán de Ocampo",,"Con nivel de escolaridad Medio superior y superior",,16,3.886536241
2017,"Michoacán de Ocampo",,"Con nivel de escolaridad Medio superior y superior",,16,5.14952957
2022,"Morelos",,"Con nivel de escolaridad Medio superior y superior",,17,4.771291936
