Year,Entidad federativa,"Jóvenes de 15 a 24 años","Jóvenes de 15 a 19 años","Jóvenes de 20 a 24 años",GeoCode,Value
2018,"Michoacán de Ocampo","Con nivel de escolaridad no especificado",,,16,0
2017,"Michoacán de Ocampo","Con nivel de escolaridad no especificado",,,16,0
2022,"Morelos","Con nivel de escolaridad no especificado",,,17,0
2021,"Morelos","Con nivel de escolaridad no especificado",,,17,0
2020,"Morelos","Con nivel de escolaridad no especificado",,,17,0
2019,"Morelos","Con nivel de escolaridad no especificado",,,17,0
2018,"Morelos","Con nivel de escolaridad no especificado",,,17,0
2017,"Morelos","Con nivel de escolaridad no especificado",,,17,0
2022,"Nayarit","Con nivel de escolaridad no especificado",,,18,0
2021,"Nayarit","Con nivel de escolaridad no especificado",,,18,0
2020,"Nayarit","Con nivel de escolaridad no especificado",,,18,0
2019,"Nayarit","Con nivel de escolaridad no especificado",,,18,0
2018,"Nayarit","Con nivel de escolaridad no especificado",,,18,0
2017,"Nayarit","Con nivel de escolaridad no especificado",,,18,0
2022,"Nuevo León","Con nivel de escolaridad no especificado",,,19,21.55688623
2021,"Nuevo León","Con nivel de escolaridad no especificado",,,19,0
2020,"Nuevo León","Con nivel de escolaridad no especificado",,,19,0
2019,"Nuevo León","Con nivel de escolaridad no especificado",,,19,0
2018,"Nuevo León","Con nivel de escolaridad no especificado",,,19,0
2017,"Nuevo León","Con nivel de escolaridad no especificado",,,19,0
2022,"Oaxaca","Con nivel de escolaridad no especificado",,,20,0
2021,"Oaxaca","Con nivel de escolaridad no especificado",,,20,56.04395604
2020,"Oaxaca","Con nivel de escolaridad no especificado",,,20,0
2019,"Oaxaca","Con nivel de escolaridad no especificado",,,20,0
2018,"Oaxaca","Con nivel de escolaridad no especificado",,,20,0
2017,"Oaxaca","Con nivel de escolaridad no especificado",,,20,0
2022,"Puebla","Con nivel de escolaridad no especificado",,,21,0
2021,"Puebla","Con nivel de escolaridad no especificado",,,21,0
2020,"Puebla","Con nivel de escolaridad no especificado",,,21,0
2019,"Puebla","Con nivel de escolaridad no especificado",,,21,0
2018,"Puebla","Con nivel de escolaridad no especificado",,,21,0
2017,"Puebla","Con nivel de escolaridad no especificado",,,21,0
2022,"Querétaro","Con nivel de escolaridad no especificado",,,22,0
2021,"Querétaro","Con nivel de escolaridad no especificado",,,22,0
2020,"Querétaro","Con nivel de escolaridad no especificado",,,22,0
2019,"Querétaro","Con nivel de escolaridad no especificado",,,22,0
2018,"Querétaro","Con nivel de escolaridad no especificado",,,22,0
2017,"Querétaro","Con nivel de escolaridad no especificado",,,22,100
2022,"Quintana Roo","Con nivel de escolaridad no especificado",,,23,0
2021,"Quintana Roo","Con nivel de escolaridad no especificado",,,23,0
2020,"Quintana Roo","Con nivel de escolaridad no especificado",,,23,0
2019,"Quintana Roo","Con nivel de escolaridad no especificado",,,23,0
2018,"Quintana Roo","Con nivel de escolaridad no especificado",,,23,0
2017,"Quintana Roo","Con nivel de escolaridad no especificado",,,23,24.56140351
2022,"San Luis Potosí","Con nivel de escolaridad no especificado",,,24,0
2021,"San Luis Potosí","Con nivel de escolaridad no especificado",,,24,0
2020,"San Luis Potosí","Con nivel de escolaridad no especificado",,,24,0
2019,"San Luis Potosí","Con nivel de escolaridad no especificado",,,24,0
2018,"San Luis Potosí","Con nivel de escolaridad no especificado",,,24,9.005847953
2017,"San Luis Potosí","Con nivel de escolaridad no especificado",,,24,11.51452282
2022,"Sinaloa","Con nivel de escolaridad no especificado",,,25,0
2021,"Sinaloa","Con nivel de escolaridad no especificado",,,25,0
2020,"Sinaloa","Con nivel de escolaridad no especificado",,,25,0
2019,"Sinaloa","Con nivel de escolaridad no especificado",,,25,0
2018,"Sinaloa","Con nivel de escolaridad no especificado",,,25,0
2017,"Sinaloa","Con nivel de escolaridad no especificado",,,25,52.88888889
2022,"Sonora","Con nivel de escolaridad no especificado",,,26,0
2021,"Sonora","Con nivel de escolaridad no especificado",,,26,0
2020,"Sonora","Con nivel de escolaridad no especificado",,,26,0
2019,"Sonora","Con nivel de escolaridad no especificado",,,26,46.12244898
2018,"Sonora","Con nivel de escolaridad no especificado",,,26,33.33333333
2017,"Sonora","Con nivel de escolaridad no especificado",,,26,0
2022,"Tabasco","Con nivel de escolaridad no especificado",,,27,0
2021,"Tabasco","Con nivel de escolaridad no especificado",,,27,0
2020,"Tabasco","Con nivel de escolaridad no especificado",,,27,0
2019,"Tabasco","Con nivel de escolaridad no especificado",,,27,0
2018,"Tabasco","Con nivel de escolaridad no especificado",,,27,0
2017,"Tabasco","Con nivel de escolaridad no especificado",,,27,0
2022,"Tamaulipas","Con nivel de escolaridad no especificado",,,28,0
2021,"Tamaulipas","Con nivel de escolaridad no especificado",,,28,0
2020,"Tamaulipas","Con nivel de escolaridad no especificado",,,28,74.51327434
2019,"Tamaulipas","Con nivel de escolaridad no especificado",,,28,11.46245059
2018,"Tamaulipas","Con nivel de escolaridad no especificado",,,28,0
2017,"Tamaulipas","Con nivel de escolaridad no especificado",,,28,0
2022,"Tlaxcala","Con nivel de escolaridad no especificado",,,29,0
2021,"Tlaxcala","Con nivel de escolaridad no especificado",,,29,0
2020,"Tlaxcala","Con nivel de escolaridad no especificado",,,29,0
2019,"Tlaxcala","Con nivel de escolaridad no especificado",,,29,0
2018,"Tlaxcala","Con nivel de escolaridad no especificado",,,29,0
2017,"Tlaxcala","Con nivel de escolaridad no especificado",,,29,100
2022,"Veracruz de Ignacio de la Llave","Con nivel de escolaridad no especificado",,,30,1.349325337
2021,"Veracruz de Ignacio de la Llave","Con nivel de escolaridad no especificado",,,30,100
2020,"Veracruz de Ignacio de la Llave","Con nivel de escolaridad no especificado",,,30,2.050473186
2019,"Veracruz de Ignacio de la Llave","Con nivel de escolaridad no especificado",,,30,0
2018,"Veracruz de Ignacio de la Llave","Con nivel de escolaridad no especificado",,,30,0
2017,"Veracruz de Ignacio de la Llave","Con nivel de escolaridad no especificado",,,30,100
2022,"Yucatán","Con nivel de escolaridad no especificado",,,31,0
2021,"Yucatán","Con nivel de escolaridad no especificado",,,31,0
2020,"Yucatán","Con nivel de escolaridad no especificado",,,31,0
2019,"Yucatán","Con nivel de escolaridad no especificado",,,31,0
2018,"Yucatán","Con nivel de escolaridad no especificado",,,31,0
2017,"Yucatán","Con nivel de escolaridad no especificado",,,31,0
2022,"Zacatecas","Con nivel de escolaridad no especificado",,,32,0
2021,"Zacatecas","Con nivel de escolaridad no especificado",,,32,0
2020,"Zacatecas","Con nivel de escolaridad no especificado",,,32,0
2019,"Zacatecas","Con nivel de escolaridad no especificado",,,32,0
2018,"Zacatecas","Con nivel de escolaridad no especificado",,,32,0
2017,"Zacatecas","Con nivel de escolaridad no especificado",,,32,0
2022,"Estados Unidos Mexicanos",,"En áreas más urbanizadas",,00,4.249610689
2021,"Estados Unidos Mexicanos",,"En áreas más urbanizadas",,00,4.706591003
2020,"Estados Unidos Mexicanos",,"En áreas más urbanizadas",,00,5.505293268
2019,"Estados Unidos Mexicanos",,"En áreas más urbanizadas",,00,4.439825787
2018,"Estados Unidos Mexicanos",,"En áreas más urbanizadas",,00,4.260486507
2017,"Estados Unidos Mexicanos",,"En áreas más urbanizadas",,00,4.416290588
2022,"Aguascalientes",,"En áreas más urbanizadas",,01,4.570119378
2021,"Aguascalientes",,"En áreas más urbanizadas",,01,5.466034363
2020,"Aguascalientes",,"En áreas más urbanizadas",,01,6.802099164
2019,"Aguascalientes",,"En áreas más urbanizadas",,01,6.642070841
2018,"Aguascalientes",,"En áreas más urbanizadas",,01,4.891063788
2017,"Aguascalientes",,"En áreas más urbanizadas",,01,4.053008818
2022,"Baja California",,"En áreas más urbanizadas",,02,4.492065475
2021,"Baja California",,"En áreas más urbanizadas",,02,4.552155005
2020,"Baja California",,"En áreas más urbanizadas",,02,4.116773637
2019,"Baja California",,"En áreas más urbanizadas",,02,4.22561534
2018,"Baja California",,"En áreas más urbanizadas",,02,4.710741135
2017,"Baja California",,"En áreas más urbanizadas",,02,4.694868292
2022,"Baja California Sur",,"En áreas más urbanizadas",,03,2.047976143
2021,"Baja California Sur",,"En áreas más urbanizadas",,03,3.099699283
2020,"Baja California Sur",,"En áreas más urbanizadas",,03,2.956726062
2019,"Baja California Sur",,"En áreas más urbanizadas",,03,3.069297016
2018,"Baja California Sur",,"En áreas más urbanizadas",,03,3.407244576
2017,"Baja California Sur",,"En áreas más urbanizadas",,03,3.455453789
2022,"Campeche",,"En áreas más urbanizadas",,04,2.483507955
2021,"Campeche",,"En áreas más urbanizadas",,04,2.479957835
2020,"Campeche",,"En áreas más urbanizadas",,04,3.279319997
2019,"Campeche",,"En áreas más urbanizadas",,04,3.400720022
2018,"Campeche",,"En áreas más urbanizadas",,04,3.113604488
2017,"Campeche",,"En áreas más urbanizadas",,04,3.061253521
2022,"Coahuila de Zaragoza",,"En áreas más urbanizadas",,05,4.75484804
2021,"Coahuila de Zaragoza",,"En áreas más urbanizadas",,05,5.202868359
2020,"Coahuila de Zaragoza",,"En áreas más urbanizadas",,05,4.81587587
2019,"Coahuila de Zaragoza",,"En áreas más urbanizadas",,05,4.934636375
2018,"Coahuila de Zaragoza",,"En áreas más urbanizadas",,05,3.993976695
2017,"Coahuila de Zaragoza",,"En áreas más urbanizadas",,05,5.008937781
2022,"Colima",,"En áreas más urbanizadas",,06,4.547912877
2021,"Colima",,"En áreas más urbanizadas",,06,6.375218329
2020,"Colima",,"En áreas más urbanizadas",,06,3.868165028
2019,"Colima",,"En áreas más urbanizadas",,06,4.286425903
2018,"Colima",,"En áreas más urbanizadas",,06,4.80868666
2017,"Colima",,"En áreas más urbanizadas",,06,4.273461778
2022,"Chiapas",,"En áreas más urbanizadas",,07,3.625479166
2021,"Chiapas",,"En áreas más urbanizadas",,07,5.036593903
2020,"Chiapas",,"En áreas más urbanizadas",,07,5.173598574
2019,"Chiapas",,"En áreas más urbanizadas",,07,5.989276259
2018,"Chiapas",,"En áreas más urbanizadas",,07,3.629594123
2017,"Chiapas",,"En áreas más urbanizadas",,07,3.136032222
2022,"Chihuahua",,"En áreas más urbanizadas",,08,4.477026411
2021,"Chihuahua",,"En áreas más urbanizadas",,08,5.559756377
2020,"Chihuahua",,"En áreas más urbanizadas",,08,7.752390461
2019,"Chihuahua",,"En áreas más urbanizadas",,08,6.552116838
2018,"Chihuahua",,"En áreas más urbanizadas",,08,6.077035251
2017,"Chihuahua",,"En áreas más urbanizadas",,08,4.576490495
2022,"Ciudad de México",,"En áreas más urbanizadas",,09,4.215041607
2021,"Ciudad de México",,"En áreas más urbanizadas",,09,4.051211649
2020,"Ciudad de México",,"En áreas más urbanizadas",,09,4.683164182
2019,"Ciudad de México",,"En áreas más urbanizadas",,09,4.656874961
2018,"Ciudad de México",,"En áreas más urbanizadas",,09,3.604375772
2017,"Ciudad de México",,"En áreas más urbanizadas",,09,4.139560155
2022,"Durango",,"En áreas más urbanizadas",,10,6.708257144
2021,"Durango",,"En áreas más urbanizadas",,10,6.547723574
2020,"Durango",,"En áreas más urbanizadas",,10,6.67153587
2019,"Durango",,"En áreas más urbanizadas",,10,6.356496739
2018,"Durango",,"En áreas más urbanizadas",,10,6.188133697
2017,"Durango",,"En áreas más urbanizadas",,10,7.318513373
2022,"Guanajuato",,"En áreas más urbanizadas",,11,6.462440697
2021,"Guanajuato",,"En áreas más urbanizadas",,11,7.799007979
2020,"Guanajuato",,"En áreas más urbanizadas",,11,9.170745944
2019,"Guanajuato",,"En áreas más urbanizadas",,11,7.495354297
2018,"Guanajuato",,"En áreas más urbanizadas",,11,6.714187349
2017,"Guanajuato",,"En áreas más urbanizadas",,11,7.33822604
2022,"Guerrero",,"En áreas más urbanizadas",,12,1.979535659
2021,"Guerrero",,"En áreas más urbanizadas",,12,3.357533763
2020,"Guerrero",,"En áreas más urbanizadas",,12,5.690333025
2019,"Guerrero",,"En áreas más urbanizadas",,12,2.244984885
2018,"Guerrero",,"En áreas más urbanizadas",,12,1.723508832
2017,"Guerrero",,"En áreas más urbanizadas",,12,1.735167821
2022,"Hidalgo",,"En áreas más urbanizadas",,13,2.784430182
2021,"Hidalgo",,"En áreas más urbanizadas",,13,3.874469678
2020,"Hidalgo",,"En áreas más urbanizadas",,13,2.065389086
2019,"Hidalgo",,"En áreas más urbanizadas",,13,2.404497621
2018,"Hidalgo",,"En áreas más urbanizadas",,13,2.496503312
2017,"Hidalgo",,"En áreas más urbanizadas",,13,3.047020151
2022,"Jalisco",,"En áreas más urbanizadas",,14,3.877346428
2021,"Jalisco",,"En áreas más urbanizadas",,14,3.594570876
2020,"Jalisco",,"En áreas más urbanizadas",,14,4.736538389
2019,"Jalisco",,"En áreas más urbanizadas",,14,3.871008165
2018,"Jalisco",,"En áreas más urbanizadas",,14,3.379818041
2017,"Jalisco",,"En áreas más urbanizadas",,14,3.821933093
2022,"México",,"En áreas más urbanizadas",,15,3.983955306
2021,"México",,"En áreas más urbanizadas",,15,4.275074491
2020,"México",,"En áreas más urbanizadas",,15,5.725899002
2019,"México",,"En áreas más urbanizadas",,15,3.219499957
2018,"México",,"En áreas más urbanizadas",,15,3.30543182
2017,"México",,"En áreas más urbanizadas",,15,3.806906285
2022,"Michoacán de Ocampo",,"En áreas más urbanizadas",,16,3.944959665
2021,"Michoacán de Ocampo",,"En áreas más urbanizadas",,16,5.398813646
2020,"Michoacán de Ocampo",,"En áreas más urbanizadas",,16,3.041501819
2019,"Michoacán de Ocampo",,"En áreas más urbanizadas",,16,3.976542493
2018,"Michoacán de Ocampo",,"En áreas más urbanizadas",,16,3.675406782
2017,"Michoacán de Ocampo",,"En áreas más urbanizadas",,16,5.232096994
2022,"Morelos",,"En áreas más urbanizadas",,17,2.57675035
2021,"Morelos",,"En áreas más urbanizadas",,17,4.520639268
2020,"Morelos",,"En áreas más urbanizadas",,17,3.853770596
2019,"Morelos",,"En áreas más urbanizadas",,17,3.814448825
2018,"Morelos",,"En áreas más urbanizadas",,17,2.434411438
2017,"Morelos",,"En áreas más urbanizadas",,17,3.18345101
2022,"Nayarit",,"En áreas más urbanizadas",,18,3.307654683
2021,"Nayarit",,"En áreas más urbanizadas",,18,3.237977424
2020,"Nayarit",,"En áreas más urbanizadas",,18,3.900788457
2019,"Nayarit",,"En áreas más urbanizadas",,18,4.231909846
2018,"Nayarit",,"En áreas más urbanizadas",,18,5.455169616
2017,"Nayarit",,"En áreas más urbanizadas",,18,3.797090192
2022,"Nuevo León",,"En áreas más urbanizadas",,19,4.6904265
2021,"Nuevo León",,"En áreas más urbanizadas",,19,6.114305019
2020,"Nuevo León",,"En áreas más urbanizadas",,19,8.914635355
2019,"Nuevo León",,"En áreas más urbanizadas",,19,4.416705806
2018,"Nuevo León",,"En áreas más urbanizadas",,19,5.335278897
2017,"Nuevo León",,"En áreas más urbanizadas",,19,6.07762929
2022,"Oaxaca",,"En áreas más urbanizadas",,20,2.271160852
2021,"Oaxaca",,"En áreas más urbanizadas",,20,4.585994938
2020,"Oaxaca",,"En áreas más urbanizadas",,20,7.416073245
2019,"Oaxaca",,"En áreas más urbanizadas",,20,2.951180796
2018,"Oaxaca",,"En áreas más urbanizadas",,20,3.851229018
2017,"Oaxaca",,"En áreas más urbanizadas",,20,3.446331432
