Year,Entidad federativa,Municipio,Sexo,GeoCode,Value
2019,Puebla,Tehuacán,Mujeres,211560001,
2018,Puebla,Tehuacán,Mujeres,211560001,
2017,Puebla,Tehuacán,Mujeres,211560001,
2016,Puebla,Tehuacán,Mujeres,211560001,
2021,Querétaro,,Total,22,44.7700000000001
2020,Querétaro,,Total,22,41.36999999999991
2019,Querétaro,,Total,22,39.67000000000005
2018,Querétaro,,Total,22,36.42000000000005
2017,Querétaro,,Total,22,33.65000000000006
2016,Querétaro,,Total,22,32.28307481012595
2021,Querétaro,,Hombres,22,46.64999999999994
2020,Querétaro,,Hombres,22,42.739999999999874
2019,Querétaro,,Hombres,22,41.159999999999926
2018,Querétaro,,Hombres,22,37.55000000000008
2017,Querétaro,,Hombres,22,34.65999999999995
2016,Querétaro,,Hombres,22,33.31675275713723
2021,Querétaro,,Mujeres,22,41.30000000000009
2020,Querétaro,,Mujeres,22,38.80000000000008
2019,Querétaro,,Mujeres,22,36.75
2018,Querétaro,,Mujeres,22,34.17000000000005
2017,Querétaro,,Mujeres,22,31.449999999999932
2016,Querétaro,,Mujeres,22,30.15552773736772
2021,Querétaro,Querétaro,Total,220140001,54.6000000000001
2020,Querétaro,Querétaro,Total,220140001,48.88000000000009
2019,Querétaro,Querétaro,Total,220140001,46.52000000000011
2018,Querétaro,Querétaro,Total,220140001,42.89000000000004
2017,Querétaro,Querétaro,Total,220140001,40.13000000000009
2016,Querétaro,Querétaro,Total,220140001,38.09174867505921
2021,Querétaro,Querétaro,Hombres,220140001,57.60000000000011
2020,Querétaro,Querétaro,Hombres,220140001,50.17000000000006
2019,Querétaro,Querétaro,Hombres,220140001,49.0
2018,Querétaro,Querétaro,Hombres,220140001,44.64999999999996
2017,Querétaro,Querétaro,Hombres,220140001,42.060000000000045
2016,Querétaro,Querétaro,Hombres,220140001,39.83419473926824
2021,Querétaro,Querétaro,Mujeres,220140001,49.38000000000009
2020,Querétaro,Querétaro,Mujeres,220140001,46.78
2019,Querétaro,Querétaro,Mujeres,220140001,42.5
2018,Querétaro,Querétaro,Mujeres,220140001,39.72999999999995
2017,Querétaro,Querétaro,Mujeres,220140001,36.53999999999997
2016,Querétaro,Querétaro,Mujeres,220140001,35.001191150566335
2021,Quintana Roo,,Total,23,41.409999999999926
2020,Quintana Roo,,Total,23,41.86999999999991
2019,Quintana Roo,,Total,23,39.21000000000003
2018,Quintana Roo,,Total,23,37.40000000000002
2017,Quintana Roo,,Total,23,35.46000000000003
2016,Quintana Roo,,Total,23,34.16133121869055
2021,Quintana Roo,,Hombres,23,41.96999999999998
2020,Quintana Roo,,Hombres,23,42.21999999999998
2019,Quintana Roo,,Hombres,23,39.640000000000015
2018,Quintana Roo,,Hombres,23,37.88000000000008
2017,Quintana Roo,,Hombres,23,35.86999999999992
2016,Quintana Roo,,Hombres,23,34.436212478566624
2021,Quintana Roo,,Mujeres,23,40.27000000000007
2020,Quintana Roo,,Mujeres,23,41.18999999999996
2019,Quintana Roo,,Mujeres,23,38.32000000000002
2018,Quintana Roo,,Mujeres,23,36.42000000000005
2017,Quintana Roo,,Mujeres,23,34.57999999999995
2016,Quintana Roo,,Mujeres,23,33.590219237090444
2021,Quintana Roo,Cancún,Total,230050001,42.89999999999997
2020,Quintana Roo,Cancún,Total,230050001,43.89999999999996
2019,Quintana Roo,Cancún,Total,230050001,41.010000000000126
2018,Quintana Roo,Cancún,Total,230050001,39.71999999999996
2017,Quintana Roo,Cancún,Total,230050001,37.63000000000008
2016,Quintana Roo,Cancún,Total,230050001,36.14451860880259
2021,Quintana Roo,Cancún,Hombres,230050001,43.5
2020,Quintana Roo,Cancún,Hombres,230050001,44.53999999999997
2019,Quintana Roo,Cancún,Hombres,230050001,41.67000000000005
2018,Quintana Roo,Cancún,Hombres,230050001,40.13000000000009
2017,Quintana Roo,Cancún,Hombres,230050001,37.92999999999997
2016,Quintana Roo,Cancún,Hombres,230050001,36.971567062541
2021,Quintana Roo,Cancún,Mujeres,230050001,41.68999999999996
2020,Quintana Roo,Cancún,Mujeres,230050001,42.57999999999995
2019,Quintana Roo,Cancún,Mujeres,230050001,39.67999999999999
2018,Quintana Roo,Cancún,Mujeres,230050001,38.92999999999998
2017,Quintana Roo,Cancún,Mujeres,230050001,37.0
2016,Quintana Roo,Cancún,Mujeres,230050001,34.31182285760506
2021,San Luis Potosí,,Total,24,41.78000000000002
2020,San Luis Potosí,,Total,24,37.82000000000003
2019,San Luis Potosí,,Total,24,36.09000000000006
2018,San Luis Potosí,,Total,24,33.989999999999895
2017,San Luis Potosí,,Total,24,31.429999999999936
2016,San Luis Potosí,,Total,24,28.8904338209677
2021,San Luis Potosí,,Hombres,24,42.64000000000004
2020,San Luis Potosí,,Hombres,24,38.71999999999996
2019,San Luis Potosí,,Hombres,24,36.30000000000008
2018,San Luis Potosí,,Hombres,24,34.25
2017,San Luis Potosí,,Hombres,24,31.769999999999985
2016,San Luis Potosí,,Hombres,24,29.15779886304565
2021,San Luis Potosí,,Mujeres,24,40.35000000000001
2020,San Luis Potosí,,Mujeres,24,36.11999999999992
2019,San Luis Potosí,,Mujeres,24,35.69000000000002
2018,San Luis Potosí,,Mujeres,24,33.489999999999895
2017,San Luis Potosí,,Mujeres,24,30.78000000000008
2016,San Luis Potosí,,Mujeres,24,28.35849936544797
2021,San Luis Potosí,San Luis Potosí,Total,240280001,52.77999999999996
2020,San Luis Potosí,San Luis Potosí,Total,240280001,49.14000000000007
2019,San Luis Potosí,San Luis Potosí,Total,240280001,45.23999999999987
2018,San Luis Potosí,San Luis Potosí,Total,240280001,43.09000000000008
2017,San Luis Potosí,San Luis Potosí,Total,240280001,39.35
2016,San Luis Potosí,San Luis Potosí,Total,240280001,36.58352434737967
2021,San Luis Potosí,San Luis Potosí,Hombres,240280001,55.67000000000006
2020,San Luis Potosí,San Luis Potosí,Hombres,240280001,51.229999999999855
2019,San Luis Potosí,San Luis Potosí,Hombres,240280001,46.80000000000011
2018,San Luis Potosí,San Luis Potosí,Hombres,240280001,44.53000000000001
2017,San Luis Potosí,San Luis Potosí,Hombres,240280001,40.78000000000003
2016,San Luis Potosí,San Luis Potosí,Hombres,240280001,38.20081327200214
2021,San Luis Potosí,San Luis Potosí,Mujeres,240280001,48.68999999999991
2020,San Luis Potosí,San Luis Potosí,Mujeres,240280001,45.84000000000008
2019,San Luis Potosí,San Luis Potosí,Mujeres,240280001,42.8000000000001
2018,San Luis Potosí,San Luis Potosí,Mujeres,240280001,40.77000000000007
2017,San Luis Potosí,San Luis Potosí,Mujeres,240280001,37.15000000000003
2016,San Luis Potosí,San Luis Potosí,Mujeres,240280001,33.95837195022613
2021,Sinaloa,,Total,25,45.89000000000006
2020,Sinaloa,,Total,25,43.27000000000009
2019,Sinaloa,,Total,25,40.26000000000012
2018,Sinaloa,,Total,25,38.01000000000012
2017,Sinaloa,,Total,25,36.44000000000001
2016,Sinaloa,,Total,25,33.81793906409018
2021,Sinaloa,,Hombres,25,46.89999999999994
2020,Sinaloa,,Hombres,25,44.13000000000009
2019,Sinaloa,,Hombres,25,41.27000000000008
2018,Sinaloa,,Hombres,25,38.96000000000003
2017,Sinaloa,,Hombres,25,37.57999999999995
2016,Sinaloa,,Hombres,25,34.683188185269934
2021,Sinaloa,,Mujeres,25,44.020000000000095
2020,Sinaloa,,Mujeres,25,41.75
2019,Sinaloa,,Mujeres,25,38.400000000000006
2018,Sinaloa,,Mujeres,25,36.28000000000006
2017,Sinaloa,,Mujeres,25,34.30999999999996
2016,Sinaloa,,Mujeres,25,32.146296441963834
2021,Sinaloa,Culiacán,Total,250060001,53.15999999999991
2020,Sinaloa,Culiacán,Total,250060001,50.97999999999986
2019,Sinaloa,Culiacán,Total,250060001,46.57999999999994
2018,Sinaloa,Culiacán,Total,250060001,43.43000000000001
2017,Sinaloa,Culiacán,Total,250060001,43.1999999999999
2016,Sinaloa,Culiacán,Total,250060001,41.37721278545271
2021,Sinaloa,Culiacán,Hombres,250060001,56.02000000000017
2020,Sinaloa,Culiacán,Hombres,250060001,53.100000000000094
2019,Sinaloa,Culiacán,Hombres,250060001,48.52999999999999
2018,Sinaloa,Culiacán,Hombres,250060001,45.47
2017,Sinaloa,Culiacán,Hombres,250060001,45.0200000000001
2016,Sinaloa,Culiacán,Hombres,250060001,43.03027274486737
2021,Sinaloa,Culiacán,Mujeres,250060001,48.81999999999996
2020,Sinaloa,Culiacán,Mujeres,250060001,47.77000000000013
2019,Sinaloa,Culiacán,Mujeres,250060001,43.59000000000008
2018,Sinaloa,Culiacán,Mujeres,250060001,40.31000000000003
2017,Sinaloa,Culiacán,Mujeres,250060001,40.35999999999998
2016,Sinaloa,Culiacán,Mujeres,250060001,38.78491172138038
2021,Sinaloa,Mazatlán,Total,250120001,
2020,Sinaloa,Mazatlán,Total,250120001,
2019,Sinaloa,Mazatlán,Total,250120001,
2018,Sinaloa,Mazatlán,Total,250120001,
2017,Sinaloa,Mazatlán,Total,250120001,
2016,Sinaloa,Mazatlán,Total,250120001,
2021,Sinaloa,Mazatlán,Hombres,250120001,
2020,Sinaloa,Mazatlán,Hombres,250120001,
2019,Sinaloa,Mazatlán,Hombres,250120001,
2018,Sinaloa,Mazatlán,Hombres,250120001,
2017,Sinaloa,Mazatlán,Hombres,250120001,
2016,Sinaloa,Mazatlán,Hombres,250120001,
2021,Sinaloa,Mazatlán,Mujeres,250120001,
2020,Sinaloa,Mazatlán,Mujeres,250120001,
2019,Sinaloa,Mazatlán,Mujeres,250120001,
2018,Sinaloa,Mazatlán,Mujeres,250120001,
2017,Sinaloa,Mazatlán,Mujeres,250120001,
2016,Sinaloa,Mazatlán,Mujeres,250120001,
2021,Sonora,,Total,26,45.10999999999995
2020,Sonora,,Total,26,43.21000000000003
2019,Sonora,,Total,26,40.64000000000002
2018,Sonora,,Total,26,39.390000000000015
2017,Sonora,,Total,26,37.02000000000002
2016,Sonora,,Total,26,34.663875366841815
2021,Sonora,,Hombres,26,45.89000000000006
2020,Sonora,,Hombres,26,43.92000000000005
2019,Sonora,,Hombres,26,41.34000000000008
2018,Sonora,,Hombres,26,40.17999999999999
2017,Sonora,,Hombres,26,38.22999999999996
2016,Sonora,,Hombres,26,36.12021302447008
2021,Sonora,,Mujeres,26,43.78000000000001
2020,Sonora,,Mujeres,26,41.909999999999926
2019,Sonora,,Mujeres,26,39.36999999999992
2018,Sonora,,Mujeres,26,37.97999999999996
2017,Sonora,,Mujeres,26,34.699999999999925
2016,Sonora,,Mujeres,26,31.91501291763516
2021,Sonora,Ciudad Obregón,Total,260180001,
2020,Sonora,Ciudad Obregón,Total,260180001,
2019,Sonora,Ciudad Obregón,Total,260180001,
2018,Sonora,Ciudad Obregón,Total,260180001,
2017,Sonora,Ciudad Obregón,Total,260180001,
2016,Sonora,Ciudad Obregón,Total,260180001,
2021,Sonora,Ciudad Obregón,Hombres,260180001,
2020,Sonora,Ciudad Obregón,Hombres,260180001,
2019,Sonora,Ciudad Obregón,Hombres,260180001,
2018,Sonora,Ciudad Obregón,Hombres,260180001,
2017,Sonora,Ciudad Obregón,Hombres,260180001,
2016,Sonora,Ciudad Obregón,Hombres,260180001,
2021,Sonora,Ciudad Obregón,Mujeres,260180001,
2020,Sonora,Ciudad Obregón,Mujeres,260180001,
2019,Sonora,Ciudad Obregón,Mujeres,260180001,
2018,Sonora,Ciudad Obregón,Mujeres,260180001,
2017,Sonora,Ciudad Obregón,Mujeres,260180001,
2016,Sonora,Ciudad Obregón,Mujeres,260180001,
2021,Sonora,Hermosillo,Total,260300001,55.64000000000011
2020,Sonora,Hermosillo,Total,260300001,52.94999999999988
2019,Sonora,Hermosillo,Total,260300001,48.78999999999997
2018,Sonora,Hermosillo,Total,260300001,47.18999999999991
2017,Sonora,Hermosillo,Total,260300001,45.09000000000008
2016,Sonora,Hermosillo,Total,260300001,42.91279071949885
2021,Sonora,Hermosillo,Hombres,260300001,57.630000000000095
2020,Sonora,Hermosillo,Hombres,260300001,54.21000000000003
2019,Sonora,Hermosillo,Hombres,260300001,49.8100000000001
2018,Sonora,Hermosillo,Hombres,260300001,48.22000000000001
2017,Sonora,Hermosillo,Hombres,260300001,47.75
2016,Sonora,Hermosillo,Hombres,260300001,44.70475091190284
2021,Sonora,Hermosillo,Mujeres,260300001,52.51000000000015
2020,Sonora,Hermosillo,Mujeres,260300001,50.90999999999991
2019,Sonora,Hermosillo,Mujeres,260300001,47.17000000000006
2018,Sonora,Hermosillo,Mujeres,260300001,45.43000000000002
2017,Sonora,Hermosillo,Mujeres,260300001,40.76000000000012
2016,Sonora,Hermosillo,Mujeres,260300001,39.89038122983365
2021,Tabasco,,Total,27,35.90000000000004
2020,Tabasco,,Total,27,33.90999999999995
2019,Tabasco,,Total,27,31.69999999999993
2018,Tabasco,,Total,27,29.40999999999996
2017,Tabasco,,Total,27,28.429999999999943
2016,Tabasco,,Total,27,27.66140953458024
2021,Tabasco,,Hombres,27,35.92000000000005
2020,Tabasco,,Hombres,27,33.26999999999999
2019,Tabasco,,Hombres,27,31.75
2018,Tabasco,,Hombres,27,29.09999999999994
2017,Tabasco,,Hombres,27,28.369999999999923
2016,Tabasco,,Hombres,27,27.630731169488524
2021,Tabasco,,Mujeres,27,35.860000000000014
2020,Tabasco,,Mujeres,27,35.5
2019,Tabasco,,Mujeres,27,31.57999999999995
2018,Tabasco,,Mujeres,27,30.150000000000063
2017,Tabasco,,Mujeres,27,28.59000000000004
2016,Tabasco,,Mujeres,27,27.738318195884435
2021,Tabasco,Villahermosa,Total,270040001,43.0500000000001
2020,Tabasco,Villahermosa,Total,270040001,40.57000000000001
2019,Tabasco,Villahermosa,Total,270040001,36.86999999999992
2018,Tabasco,Villahermosa,Total,270040001,36.86999999999992
2017,Tabasco,Villahermosa,Total,270040001,35.239999999999895
2016,Tabasco,Villahermosa,Total,270040001,35.44330423454084
2021,Tabasco,Villahermosa,Hombres,270040001,43.31000000000006
2020,Tabasco,Villahermosa,Hombres,270040001,40.06000000000003
2019,Tabasco,Villahermosa,Hombres,270040001,36.71999999999994
2018,Tabasco,Villahermosa,Hombres,270040001,36.71999999999994
2017,Tabasco,Villahermosa,Hombres,270040001,35.13999999999998
2016,Tabasco,Villahermosa,Hombres,270040001,35.5197944515802
2021,Tabasco,Villahermosa,Mujeres,270040001,42.60999999999997
2020,Tabasco,Villahermosa,Mujeres,270040001,41.46999999999998
2019,Tabasco,Villahermosa,Mujeres,270040001,37.11999999999992
2018,Tabasco,Villahermosa,Mujeres,270040001,37.15000000000003
2017,Tabasco,Villahermosa,Mujeres,270040001,35.42000000000005
2016,Tabasco,Villahermosa,Mujeres,270040001,35.30976284863614
2021,Tamaulipas,,Total,28,42.71999999999999
2020,Tamaulipas,,Total,28,40.31000000000003
2019,Tamaulipas,,Total,28,38.13000000000008
2018,Tamaulipas,,Total,28,35.96000000000003
2017,Tamaulipas,,Total,28,32.59000000000005
2016,Tamaulipas,,Total,28,31.73493764570458
2021,Tamaulipas,,Hombres,28,43.57999999999995
2020,Tamaulipas,,Hombres,28,41.409999999999926
2019,Tamaulipas,,Hombres,28,38.909999999999926
2018,Tamaulipas,,Hombres,28,37.17999999999997
2017,Tamaulipas,,Hombres,28,33.57000000000007
2016,Tamaulipas,,Hombres,28,32.83513362608529
2021,Tamaulipas,,Mujeres,28,41.19999999999991
2020,Tamaulipas,,Mujeres,28,38.28999999999997
2019,Tamaulipas,,Mujeres,28,36.67999999999996
2018,Tamaulipas,,Mujeres,28,33.69000000000005
2017,Tamaulipas,,Mujeres,28,30.800000000000065
2016,Tamaulipas,,Mujeres,28,29.72776304983712
2021,Tamaulipas,Heroica Matamoros,Total,280220001,
2020,Tamaulipas,Heroica Matamoros,Total,280220001,
2019,Tamaulipas,Heroica Matamoros,Total,280220001,
2018,Tamaulipas,Heroica Matamoros,Total,280220001,
2017,Tamaulipas,Heroica Matamoros,Total,280220001,
2016,Tamaulipas,Heroica Matamoros,Total,280220001,
2021,Tamaulipas,Heroica Matamoros,Hombres,280220001,
2020,Tamaulipas,Heroica Matamoros,Hombres,280220001,
2019,Tamaulipas,Heroica Matamoros,Hombres,280220001,
2018,Tamaulipas,Heroica Matamoros,Hombres,280220001,
2017,Tamaulipas,Heroica Matamoros,Hombres,280220001,
2016,Tamaulipas,Heroica Matamoros,Hombres,280220001,
2021,Tamaulipas,Heroica Matamoros,Mujeres,280220001,
2020,Tamaulipas,Heroica Matamoros,Mujeres,280220001,
2019,Tamaulipas,Heroica Matamoros,Mujeres,280220001,
2018,Tamaulipas,Heroica Matamoros,Mujeres,280220001,
2017,Tamaulipas,Heroica Matamoros,Mujeres,280220001,
2016,Tamaulipas,Heroica Matamoros,Mujeres,280220001,
2021,Tamaulipas,Nuevo Laredo,Total,280270001,
2020,Tamaulipas,Nuevo Laredo,Total,280270001,
2019,Tamaulipas,Nuevo Laredo,Total,280270001,
2018,Tamaulipas,Nuevo Laredo,Total,280270001,
2017,Tamaulipas,Nuevo Laredo,Total,280270001,
2016,Tamaulipas,Nuevo Laredo,Total,280270001,
2021,Tamaulipas,Nuevo Laredo,Hombres,280270001,
2020,Tamaulipas,Nuevo Laredo,Hombres,280270001,
2019,Tamaulipas,Nuevo Laredo,Hombres,280270001,
2018,Tamaulipas,Nuevo Laredo,Hombres,280270001,
2017,Tamaulipas,Nuevo Laredo,Hombres,280270001,
2016,Tamaulipas,Nuevo Laredo,Hombres,280270001,
2021,Tamaulipas,Nuevo Laredo,Mujeres,280270001,
2020,Tamaulipas,Nuevo Laredo,Mujeres,280270001,
2019,Tamaulipas,Nuevo Laredo,Mujeres,280270001,
2018,Tamaulipas,Nuevo Laredo,Mujeres,280270001,
2017,Tamaulipas,Nuevo Laredo,Mujeres,280270001,
2016,Tamaulipas,Nuevo Laredo,Mujeres,280270001,
2021,Tamaulipas,Reynosa,Total,280320001,43.760000000000126
2020,Tamaulipas,Reynosa,Total,280320001,41.17000000000005
2019,Tamaulipas,Reynosa,Total,280320001,37.07000000000004
2018,Tamaulipas,Reynosa,Total,280320001,
2017,Tamaulipas,Reynosa,Total,280320001,
2016,Tamaulipas,Reynosa,Total,280320001,
2021,Tamaulipas,Reynosa,Hombres,280320001,45.3000000000001
2020,Tamaulipas,Reynosa,Hombres,280320001,42.72999999999991
2019,Tamaulipas,Reynosa,Hombres,280320001,38.42999999999998
2018,Tamaulipas,Reynosa,Hombres,280320001,
2017,Tamaulipas,Reynosa,Hombres,280320001,
2016,Tamaulipas,Reynosa,Hombres,280320001,
2021,Tamaulipas,Reynosa,Mujeres,280320001,41.25
2020,Tamaulipas,Reynosa,Mujeres,280320001,38.47999999999996
2019,Tamaulipas,Reynosa,Mujeres,280320001,34.82999999999995
2018,Tamaulipas,Reynosa,Mujeres,280320001,
2017,Tamaulipas,Reynosa,Mujeres,280320001,
2016,Tamaulipas,Reynosa,Mujeres,280320001,
2021,Tamaulipas,Tampico,Total,280380001,43.71000000000003
2020,Tamaulipas,Tampico,Total,280380001,42.92000000000005
2019,Tamaulipas,Tampico,Total,280380001,40.30000000000009
2018,Tamaulipas,Tampico,Total,280380001,37.82999999999995
2017,Tamaulipas,Tampico,Total,280380001,34.82000000000006
2016,Tamaulipas,Tampico,Total,280380001,34.48571584660656
2021,Tamaulipas,Tampico,Hombres,280380001,45.39999999999995
2020,Tamaulipas,Tampico,Hombres,280380001,45.78
2019,Tamaulipas,Tampico,Hombres,280380001,42.77000000000009
2018,Tamaulipas,Tampico,Hombres,280380001,39.96999999999996
2017,Tamaulipas,Tampico,Hombres,280380001,36.30000000000008
2016,Tamaulipas,Tampico,Hombres,280380001,36.471447459537245
2021,Tamaulipas,Tampico,Mujeres,280380001,40.72999999999993
2020,Tamaulipas,Tampico,Mujeres,280380001,37.64
2019,Tamaulipas,Tampico,Mujeres,280380001,35.780000000000065
2018,Tamaulipas,Tampico,Mujeres,280380001,34.03999999999997
2017,Tamaulipas,Tampico,Mujeres,280380001,32.139999999999965
2016,Tamaulipas,Tampico,Mujeres,280380001,30.920161893274905
2021,Tlaxcala,,Total,29,29.40999999999996
2020,Tlaxcala,,Total,29,28.05999999999996
2019,Tlaxcala,,Total,29,26.88999999999998
2018,Tlaxcala,,Total,29,26.050000000000043
2017,Tlaxcala,,Total,29,24.78000000000005
2016,Tlaxcala,,Total,29,23.8046171943356
2021,Tlaxcala,,Hombres,29,30.23000000000001
2020,Tlaxcala,,Hombres,29,28.63000000000008
2019,Tlaxcala,,Hombres,29,27.679999999999943
2018,Tlaxcala,,Hombres,29,27.019999999999985
2017,Tlaxcala,,Hombres,29,25.440000000000044
2016,Tlaxcala,,Hombres,29,24.471783553157668
2021,Tlaxcala,,Mujeres,29,27.940000000000044
2020,Tlaxcala,,Mujeres,29,26.98999999999992
2019,Tlaxcala,,Mujeres,29,25.400000000000052
2018,Tlaxcala,,Mujeres,29,24.099999999999945
2017,Tlaxcala,,Mujeres,29,23.48999999999994
2016,Tlaxcala,,Mujeres,29,22.481568222135635
2021,Tlaxcala,Tlaxcala,Total,290330001,31.190000000000047
2020,Tlaxcala,Tlaxcala,Total,290330001,30.65999999999995
2019,Tlaxcala,Tlaxcala,Total,290330001,29.329999999999952
2018,Tlaxcala,Tlaxcala,Total,290330001,28.260000000000083
2017,Tlaxcala,Tlaxcala,Total,290330001,26.369999999999926
2016,Tlaxcala,Tlaxcala,Total,290330001,25.6228244005647
2021,Tlaxcala,Tlaxcala,Hombres,290330001,31.75
2020,Tlaxcala,Tlaxcala,Hombres,290330001,31.449999999999932
2019,Tlaxcala,Tlaxcala,Hombres,290330001,30.170000000000048
2018,Tlaxcala,Tlaxcala,Hombres,290330001,28.96999999999993
2017,Tlaxcala,Tlaxcala,Hombres,290330001,27.11000000000002
2016,Tlaxcala,Tlaxcala,Hombres,290330001,26.155178342643577
2021,Tlaxcala,Tlaxcala,Mujeres,290330001,30.23000000000001
2020,Tlaxcala,Tlaxcala,Mujeres,290330001,29.300000000000058
2019,Tlaxcala,Tlaxcala,Mujeres,290330001,27.820000000000054
2018,Tlaxcala,Tlaxcala,Mujeres,290330001,26.880000000000077
2017,Tlaxcala,Tlaxcala,Mujeres,290330001,25.05000000000004
2016,Tlaxcala,Tlaxcala,Mujeres,290330001,24.626526410805702
2021,Veracruz de Ignacio de la Llave,,Total,30,31.88000000000008
2020,Veracruz de Ignacio de la Llave,,Total,30,30.420000000000048
2019,Veracruz de Ignacio de la Llave,,Total,30,26.119999999999926
2018,Veracruz de Ignacio de la Llave,,Total,30,26.170000000000044
2017,Veracruz de Ignacio de la Llave,,Total,30,25.28000000000005
2016,Veracruz de Ignacio de la Llave,,Total,30,25.64121725320896
2021,Veracruz de Ignacio de la Llave,,Hombres,30,32.510000000000105
2020,Veracruz de Ignacio de la Llave,,Hombres,30,29.82000000000006
2019,Veracruz de Ignacio de la Llave,,Hombres,30,26.429999999999957
2018,Veracruz de Ignacio de la Llave,,Hombres,30,26.320000000000046
2017,Veracruz de Ignacio de la Llave,,Hombres,30,25.55000000000004
2016,Veracruz de Ignacio de la Llave,,Hombres,30,26.35964625999745
2021,Veracruz de Ignacio de la Llave,,Mujeres,30,30.599999999999937
2020,Veracruz de Ignacio de la Llave,,Mujeres,30,31.61000000000004
2019,Veracruz de Ignacio de la Llave,,Mujeres,30,25.48000000000001
2018,Veracruz de Ignacio de la Llave,,Mujeres,30,25.840000000000025
2017,Veracruz de Ignacio de la Llave,,Mujeres,30,24.650000000000052
2016,Veracruz de Ignacio de la Llave,,Mujeres,30,23.98483096216345
2021,Veracruz de Ignacio de la Llave,Coatzacoalcos,Total,300390001,38.770000000000046
2020,Veracruz de Ignacio de la Llave,Coatzacoalcos,Total,300390001,36.86999999999992
2019,Veracruz de Ignacio de la Llave,Coatzacoalcos,Total,300390001,
2018,Veracruz de Ignacio de la Llave,Coatzacoalcos,Total,300390001,
2017,Veracruz de Ignacio de la Llave,Coatzacoalcos,Total,300390001,
2016,Veracruz de Ignacio de la Llave,Coatzacoalcos,Total,300390001,
2021,Veracruz de Ignacio de la Llave,Coatzacoalcos,Hombres,300390001,40.69999999999991
2020,Veracruz de Ignacio de la Llave,Coatzacoalcos,Hombres,300390001,39.140000000000015
2019,Veracruz de Ignacio de la Llave,Coatzacoalcos,Hombres,300390001,
2018,Veracruz de Ignacio de la Llave,Coatzacoalcos,Hombres,300390001,
2017,Veracruz de Ignacio de la Llave,Coatzacoalcos,Hombres,300390001,
2016,Veracruz de Ignacio de la Llave,Coatzacoalcos,Hombres,300390001,
2021,Veracruz de Ignacio de la Llave,Coatzacoalcos,Mujeres,300390001,35.71000000000003
2020,Veracruz de Ignacio de la Llave,Coatzacoalcos,Mujeres,300390001,33.07999999999995
2019,Veracruz de Ignacio de la Llave,Coatzacoalcos,Mujeres,300390001,
2018,Veracruz de Ignacio de la Llave,Coatzacoalcos,Mujeres,300390001,
2017,Veracruz de Ignacio de la Llave,Coatzacoalcos,Mujeres,300390001,
2016,Veracruz de Ignacio de la Llave,Coatzacoalcos,Mujeres,300390001,
2021,Veracruz de Ignacio de la Llave,Xalapa-Enríquez,Total,300870001,
2020,Veracruz de Ignacio de la Llave,Xalapa-Enríquez,Total,300870001,
2019,Veracruz de Ignacio de la Llave,Xalapa-Enríquez,Total,300870001,
2018,Veracruz de Ignacio de la Llave,Xalapa-Enríquez,Total,300870001,
2017,Veracruz de Ignacio de la Llave,Xalapa-Enríquez,Total,300870001,
2016,Veracruz de Ignacio de la Llave,Xalapa-Enríquez,Total,300870001,
2021,Veracruz de Ignacio de la Llave,Xalapa-Enríquez,Hombres,300870001,
2020,Veracruz de Ignacio de la Llave,Xalapa-Enríquez,Hombres,300870001,
2019,Veracruz de Ignacio de la Llave,Xalapa-Enríquez,Hombres,300870001,
2018,Veracruz de Ignacio de la Llave,Xalapa-Enríquez,Hombres,300870001,
2017,Veracruz de Ignacio de la Llave,Xalapa-Enríquez,Hombres,300870001,
2016,Veracruz de Ignacio de la Llave,Xalapa-Enríquez,Hombres,300870001,
2021,Veracruz de Ignacio de la Llave,Xalapa-Enríquez,Mujeres,300870001,
2020,Veracruz de Ignacio de la Llave,Xalapa-Enríquez,Mujeres,300870001,
2019,Veracruz de Ignacio de la Llave,Xalapa-Enríquez,Mujeres,300870001,
2018,Veracruz de Ignacio de la Llave,Xalapa-Enríquez,Mujeres,300870001,
2017,Veracruz de Ignacio de la Llave,Xalapa-Enríquez,Mujeres,300870001,
2016,Veracruz de Ignacio de la Llave,Xalapa-Enríquez,Mujeres,300870001,
2021,Veracruz de Ignacio de la Llave,Veracruz,Total,301930001,39.07999999999995
2020,Veracruz de Ignacio de la Llave,Veracruz,Total,301930001,34.80999999999997
2019,Veracruz de Ignacio de la Llave,Veracruz,Total,301930001,33.610000000000035
2018,Veracruz de Ignacio de la Llave,Veracruz,Total,301930001,32.42000000000005
2017,Veracruz de Ignacio de la Llave,Veracruz,Total,301930001,30.05000000000006
2016,Veracruz de Ignacio de la Llave,Veracruz,Total,301930001,29.58708912330336
2021,Veracruz de Ignacio de la Llave,Veracruz,Hombres,301930001,40.35000000000001
2020,Veracruz de Ignacio de la Llave,Veracruz,Hombres,301930001,35.76000000000011
2019,Veracruz de Ignacio de la Llave,Veracruz,Hombres,301930001,35.46999999999993
2018,Veracruz de Ignacio de la Llave,Veracruz,Hombres,301930001,33.40000000000006
2017,Veracruz de Ignacio de la Llave,Veracruz,Hombres,301930001,30.639999999999965
2016,Veracruz de Ignacio de la Llave,Veracruz,Hombres,301930001,30.33708477388463
2021,Veracruz de Ignacio de la Llave,Veracruz,Mujeres,301930001,36.92000000000005
2020,Veracruz de Ignacio de la Llave,Veracruz,Mujeres,301930001,33.17999999999993
2019,Veracruz de Ignacio de la Llave,Veracruz,Mujeres,301930001,30.639999999999965
